mobile_names,title,body,Sentiment
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Awsome phone with brick size.,"  Recently I bought this galaxym12 for Rs.11k. Overall ok. But onething have to remember thst is thickness of the phone. Its 10mm THICK. Just like a brick in your pocket. Overall dimension of the phone also big. Hight , width, especialy thickness. Before i bought i didn't noticed the sizes of the this piece. Thats my mistake too. But u guys please concern about this review before you buy. Otherthan size completly ok at this price.",Neutral
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",One of the best value for money phones,  Good- got it for 9999- decent phone for this cost with all the necessary gizmos and bling- finger print sensor is good. fast and sensitive. Haven't tried the face unlock.- display is top notch on any good Samsung phone for this price- quality pics/ decent ( note - I'm a normal user of camera )- battery is very good. its really a monsterBad ( depends on perspective )- slightly big for small hands- it has all the dumb samsung apps inbuilt ( you can uninstall a few )- slightly heavier when you have a good solid case ( read as spigen branded )Overall very happy to have a good ( more than decent ) phone for the initial offer price.,Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Total waste of mo ey better a12 but its also not good btter than this,  Heating issueCamera dam 👎 so badSensors issuesUsb isuueDisplay so bad its look like old phone not today's  generation  displayAmazone need to improve software  for check device  and all i think its not goodHeating isueee in phone phone take to much time for chargingSome time rear camera not work properly  for scan qr code and barcodeOverall phone like to throw in dustbin 🗑I don't  expect  product like this from samsung its to bad  experience  from samsung and amazone also im so sad for this review  but i have to do for everyone 😔 so pls don't  buy this product,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Better buy a brick!,  Don't know if I could get more disappointed by a purchase!!The phone did look okayish in the spec sheet. But it is a very  stupid buy.The first thing you notice is  the IMPRACTICALITY of the phone.It is too heavy(220g) and too thick (about 1cm) to carry. The display is the worst anyone could get at this price point.The processor is reasonably slow. Face detection is a joke. Battery is 6000 mah but will take forever to charge. But the side fingerprint sensor was good .Camera was okayish. Add a few more bucks and buy a better phone with OLED display.,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Record sale good price good specs...,  I have Mo2s and this m12....better buy m12 you get better storage ram camera and finger scanner etc....record selling on Amazon...just checking performance...will give review after 1 month....overall good on specs....,Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Why there is no slow motion,"  Don't have slow motion, and to much leg.",Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Performance & price,  In dis price u can afford M12 ...no doubt...overall excellent performance,Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Pathetic customer support,"  I bought the phone for my mother. Her usage is limited to making calls, the phone stays idle all the while. She had one more requirement that I shouldn't have to recharge it regularly. Hence choose this 6000 mAh battery phone. I was happy first few days, it gave 4+ day battery life but then an update came and spoilt everything. In 12 hours it would discharge completely. I approached the customer care and the customer care took remote access and checked logs and said, I see everything healthy in device. I told even though your log shows everything right, that doesn't translate to what I physically see. I probably had conversation for almost 10-15 mins but he was always coming to point he is not seeing problem. This was my first experience with samsung phone and this will be the last. And reason is not because product was bad but the customer support is pathetic. If I get into this kind of situation with their other products as well within a week or few weeks, I would simply waste my money. I am feeling lucky that I did not buy any of their exorbitant product and learnt the lesson at lesser cost.",Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Good Features, okayish Phone","  I gave it 4 Stars for the features that do work and not because it's a great phone. Considering price I paid for It I am reviewing it.Pros: Good Battery Life, Great Fingerprint sensor placement, Speakers are good as well for the price, Widevine L1 support with Dolby Atmos too. Storage is plenty with Expandability. Form factor I found good Too.Cons: Performance; sometimes it lags and the 90hzs is a gimmick, the UI itself is too laggy to notice it's smoothness. They went wrong in cameras too, just because they can afford to put a 48 megapixel camera doesn't mean it's good. The ISP is bad and makes even the bayered photos look noisy. I would suggest to use a GCam mod, then again I didn't find one that works perfectly for Exynos 850. Also other 3 cameras are just as bad if not worse. Shooting raw helps if you have the time to edit it later on Lightroom or snapseed.Also Noticed that the software adds background blur that looks unnatural, at f2.0 this should not happen at all.Get it for you parents.",Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Budget Samsung Phone,  I am using this phone for the last one week and i noticed few positive and negative things about it.Positive points -• Fingerprint sensor is so fast and i loved it• Battery backup (6000 mAh) is amazing even after using it throughout the day• Camera quality is really good and the pictures are amazing on day light• Large display having a size of 6.5 inches and can run games smoothly on low graphic settings• 90Hz refresh rate feels so smooth• The phone doesn't lag or get heated after using it for a long time because of Exynos 850 (8nm) high-end processorNegative points -• Not made for hard-core gaming because the processor is not strong enough to run games smoothly on high graphics• The weight of phone is heavy• The brightness level is somewhat low as compared to other phones• The display that you will get is around 720 x 1600 pixels• The downloading as well as uploading speed is also low as compared to other phones within this price range• It is not water resistant and does not have Gorilla glass for screen protection .~ I am satisfied with this phone because of it's camera quality and battery backup √,Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Not recommended phone. Do not buy,  I recieved the phone today and observed that it is lagging a lot unlike like other Samsung phones. Considering it has 6gb ram it should not be hanging at all.Camera quality is terrible.Lots of heating issuesDoes not connect to 5ghz wifiOnly replacement option available for the product and not refund. So choose the product wisely only after reviewing the feedbacks.Bad network quality. Does not catch mobile network.,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Worst Samsung for me.,  Had some expectations. Worst mobile experience. I might be happy if I have bought this phone 4 years back. Such a bad touch screen slogging performance. Nothing is good in this,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Average phone with bloatware : Samsung India forces to write review,"  Good phone in decent budget .Display could've been better , 90hz is not true to my usage . Since i use op7T it's clearly evident this display lacks the precision which it is said it has .Samsung India : they call me daily to inquire whether i have posted a review and what star rating should i give to the phone . This has become a headache .Dear samsung team , please do not force customer to write reviews and try to reduce the bloatware and unwanted app installations . I am starting to think MIUI was better than this .Display : not that they said / averageCamera : average / specs doesn't meetPerformance : ok for normal useBattery : good .Call quality : goodUI : Poor ,  I will not recommend samsung , this is not the one UI it was when i purchased M30S . Now this is full of bloatware and unwanted apps are getting installed by samsung store . I am puzzled on how to stop this.Overall : Very average phone . Better go for redmi note 10 or any other better phone in this price segment .Not a value for money dela",Neutral
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Disappointed..Worst mobile ever,  Genuine feedback after 1 week of usageGood things:Low PriceBad things:1. Battery drains very quickly..my old realme mobile was 3000mah battery but was getting me 1 full day and this phone is 6000mah Battery but drains by evening2. I am using 4GB ram and its very very slow and very lagging..very versatile very horrible3. Finger print scanner everytime i get error message could not detect correct impression try again4. It says 48mp true camera but i could not notice any difference from my old 16mp camera5. No cancelation or refund policy6. NEVER BUY FROM AMAZON IF NO CANCEL/REFUND OPTION IS THEREConclusion:Better to chose any oppo or realme mobile in this budget,Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Budget sized Beast!,  Absolute delight for a budget smartphone! Just ordered it yesterday and got it today within 24 hours. It has it all 6gb RAM 128gb memory. Further two sim slots and a dedicated mem card slot. It's got a 3.5mm headphone jack as well. Also it's got it's own 15w fast charger in box. That is amazing! It's MRP is 15499rs but was in sale in Amazon for 12499rs. A further 10% discount on SBI credit card so deducting 1249rs and another discount on EMI deducted another 440rs and finally got this beast of a phone for just 10803rs! Now isn't that something. Really happy with the purchase as it's for my dad. He too had something to smile about amid this deadly pandamic. Thank u Samsung and thank u Amazon!,Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Below Average product from Samsung,"  Except battery life.. rest other options like camera, display , software are all useless. If Mobile size comes under 6 or 6'4 inch then it will be preferable for elder people(above 50 age). Over all it fails in all segments. Micromax in 1 is far better than M12",Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Very very Poor network connection,"  Plz do not buy this mobile.. I am facing poor network issue. In my home others are using without any interruption.. Tried many things.. Asked colleagues, neighbors, mobile store person, google and tried all the ways.. But internet is very slow.. The same sim is working fine in other devise in same location. Even internet is ON it is showing you are offline when i try something. Also took nore than 45 mins to download 72 mb size app. Atlast i cancelled and came out due to intolerance. I am placing return order, will see what is gonna happen.",Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Good phone 🤳📱 at reasonable price .,  I have bought 6GB Ram phone as I am long time user of Samsung and downgraded from high end series to this M series. D main reason u need to go for Samsung compared to China model phones is the SAR .SAR for this phone model is 1.19W/KG which is within the 1.6 range .Sound quality okayPicture quality is okay and not badBattery draining not that muchEase of navigation good 👍Performance is goodThis phone comes with backside Matt finish and not glossy finish ..tats s only cosmetic changes compared to M31 series ..Over all okay 👌🙂 ..head set won't be there which they mention in the items that they will provide..Overall decent price 👌,Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Samsung M12 Mobile Phone Problem,"  Your browser does not support HTML5 video.


   I don't know why Amazon is compromising on its quality to deliver  product's,  its evident nowadays, Recently I have got Samsung M12 product on 7 April 2021 the exchange date is 14 April 2021 ,Now after 7 days this phone display is gone , there is a blur continously in the screen,",Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Do not  buy this phone if u want good camera,  Being die hard fan of Samsung it is very difficult to write this review.Camera quality:why say 48MP  when it doesn't even look like 13MP my Mom's Samsung  M10s  camera quality and screen quality are far better than this phone. Regret for buying this phone for such high price booked on first day of launch as it came from Samsung brand. Generallyi go by reviews  but first time ordered on  launch day becoz of the reliability.I regret for the decision i made. Do not recommend the phone for anyone.,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Payment issue,  Product is okayBut I cancelled order to get discount by paying for the same product by credit card.Disappointed that it was rejected.,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Average Phone,  Cons-Camera is average.Display dosent feel as smooth as 90 hertz it feels just like normal display.Battery life is ok but not as per 6000 mah only last 1.5 days with moderate usage.Also samsung does not provide any back cover with this mobile so if u buy this mobile do purchase a backcover.Pros-Customisation of samsung is good...lot of themes to change the look of your mobile screen.Buit quality is ok.Sound quality is good.Fingerprint reader is fast.Don't trust Youtubers who are just marketing this mobile for sake of money....These people are biggest frauds.,Neutral
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Good phone for a great price. Not a snapdragon chip, but that is not an issue.","  Amazon did a great job with the delivery of this product. Ordered and received on the same day.On the phone: I am happy with it. Have been using this phone for 3 days. The battery lasts for 1and half days with gaming and binge watching videos.The screen is comfortable. No issues on the screen, though  it is not amoled for an average user it is not a big difference.For the price this is a great buy, of course there is no snapdragon chip. But the exynos 850 is 8nm and at this price point is comparable to most snapdragon 6series chipsets.Camera is decent. As long as you are not a professional photographer,  this will be good enough to take atleast average if not great pics. (Some  pics are really great).This is definitely not an iPhone or one plus. But for the price it definitely is great.",Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",One of the best smart phone in this price!,"  Decent phone.. people say VGA cam because they didn't notice that the aspect ratio for 48 MP camera.. 48 MP cam option is only for 3:4 aspect ratio..And yea its true that the wifi doesn't support 5G bandwidth..  but over all decent mobile for decent price, Got 6GB version for 11.300 using coupon and credit cardThanking Amazon, IndusInd and Samsung!Posted pics are Shot by me on Samsung M12,Those who dont believe they can ask me for Camera Settings.",Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Best Budget phone in last few years and it’s so smooth,"  No need to underestimate exynos 850, with 90Hz refresh rate.it’s not disappointed me. I bought it as second phone(I use iPhone SE 2020).With normal use more then 48hrs still 44% battery leftFingerprint sensor is unbelievable it’s so quickCamera is decent enough to capture picturesDisplay Quality is GoodOverall I felt good for buying it for 9999/- with ICICI credit card offer.It’s worth buying, it’s far better than other MI with same price (10999-12999 in 4GB -64GB ) as Samsung don’t irritate with adds and also more secured",Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Don't buy . Screen is worst . Slow charge . Camera too bad .,  Worst product by samsung.Don't buy this mobile.Very slow charging. In one hour charge upto 3 to 4 percent onlyDisplay is too poor qualityDischarge very fast . In a day you have to charge 2 timesCamera is very bad.,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Camera,  processor,  battery are ok and being satisfied my expectations","  After a long span of time say 3 years, im back to Samsung. Now, Samsung realise that selling their name is no more working and reduce the price at the level of other company to success in the market . I bought 6 gb one and very happy with it now.However,  as before, many of the inbuild apps irritating me which are not uninstallable.I can make accurate opinion after using a longer period say, 2/3 years",Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",does not work with 5GHz wifi,  Don't get duped by this phone. The description of the phone does not describe wifi support anywhere. Who makes a phone without 5GHz support in the year 2021!!! Apparently Samsung does. This pathetic piece of plastic does not support for 5GHz wifi.,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Great budget phone 📱👌,  In an affordable range this is a good phone to purchase. Loved the way it performes with its special features like 90hz display speed 6000mh battery and decent camera quality. If someone compares it with high budget phones and criticize then for them better to go expensive. Overall it's a great budget phone 📱..,Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Wonder phone one must possess for multiple usages.,  Wonderful product. Power packed. Very handy. Easy to operate. Light weight. Value for mon ey. Excellent phone I have ever come across. Powerful battery lasting very long between recharges. I used it for whole day still battery dropped very little. Amazing. No heating  up of battery even after long continuous usage. Very sleek and thin design. Large RAM  and ROM. Delivery by Amazon was on time. Overall five stars without any hesitation.,Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",One of the great Samsung 5G phone under 20K,"  If you ask me, the phone worth it if you are looking for 5G in Samsung brand. With a couple of great specks like Samsung's #FastestMonster equipped with the blazing fast Snapdragon 750G processor. It comes with a long lasting 5000 mAh battery and a versatile 48MP Quad camera for capturing stunning photos and videosCons: though Super AMOLED Infinity-U 6.6” display gives a true-to-life to mobile, indeterminately display clarity would not that great since it is just HD one. At last even I don’t like the in-screen security as it would not work as expected, that maybe I have not used to it since I am trying 1st time and I am blind person though.",Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Defective Product,"  Purchased mobile on 12th April 2021. IMEI number blocked on 20th April 2021. Enquired with Amazon they just simple told, replacement period over, not able to return the item.Again enquired with Samsung authorized service centre, they told it's a defective product, please discuss with amazon customer care, they only able to replace the item.If this product is purchased from Shop (offline) , maximum 14 days validity for replacement.Now need to change the mother board, it will take minimum 15 days. myself helpless from amazon. Please try to avoid the purchase from amazon.",Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Already opened or used,"  So far I ve no issues regarding the producr quality and delivery,it was gud...further comenting after using the product for a week or so...but as revealed above in the pictures,I think I ve got a used or already opened product,I mean whenever I ve bought the product from the store,I ve got it well packed and sealed(in a transparent plastic cover)but here....it is without any covering or seal.Thats why our family never likes to buy such stuff from amazon....flipkart is best for electronic items and gazettes",Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Got more than expected, at this price point.","  Much better than expectations and that too a brand like Samsung at this cost. Rest time will tell. But so far everything is just perfect. Was not aware that it had face recognition and finger print read. Though the phone is not that sleek and on the bulkier side, but I think that makes it even more durable and solid. And Rs. 1000/- off on ICICI credit card was icing on cake. Forget other brands. Need not say anything else. Totally impressed. Bought another one in black for my daughter and she too is in awe, even though she was using an IPhone 6 S. And it has been mentioned on the box, that it is manufactured in India. Another plus point. One can go for it with eyes closed, if budget is around Rs. 10k approx. If one is ok and satisfied with the features offered. Happy shopping.",Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Best Phone @12499 for 6 GB RAM/128 GB ROM Variant,"  Pros:1. Best Battery i.e. 6000mAh.2. Good Back camera.3. Good and very necessary features by Samsung One UI. (I bet you'll like it)4. Good Performance (I use a lot of apps in multitasking but I don't play games so can't review gaming performance).5. Supports 15WT fast charging.6. Display is good according to the price range. (Don't get confused on poor display reviews.)7. Side positioned fingerprint sensor is good. (In starting you can face problems if you are currently using a back fingerprint sensor)8. Low light image from the back camera is also good. One attached in the image.9. Currently(11/04/21- 15/04/21) this phone is available @11700 (effective price)using Indusind bank cards so it is a loot deal for now. (Lowest ever price for this phone)Cons:1. Very bad front selfie camera which is 8MP (If you are a selfie addict then avoid it)2. Phone is very heavy and big in size.3. Adaptive brightness is not up to the mark.4.Animations are a little bit slow.5. Contact searching speed in the contacts app is very slow.Result: Best phone with all the latest features in this price range. @ 11700 - 12500Important(For those reviews who are saying the phone is slow): Got to developer options(Search Google for how to enable it ) and then Set Windows Animation Scale to .5x, Transition Animation Scale to .5x, Animator Duration to .5x. (Earlier all 3 developer options are set to 1x that's why the phone seems a little bit slow).",Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",48mo camera a dream,  Very bad product.I never think such a product will come from Samsung.It had 48 MP only for show.Photos are not clear .On checking the photo size I found that 12mp again I was astonished I contacted customer care of Samsung they told me to change the camera setting 48 MP then I got photo in 48mp the clear not better than previous one .It gives very low quality photo again.It was my experience.I had bought by dreaming photo clarity.Net work problem is usually Samsung problem here .The only better thing in this phone is battery and quick charging,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Battery, Camera and Screen","  Awesome budget phone with all the features that is required for daily use like 6000 mah battery which last upto 1 day after internet serving, watching videos, listening music and lot more.Screen resolution and screen size is really well in this budget and you can't expect better than this within this budget.Processor is also good for normal and average use, its not made for playing heavy graphics game like PUBG, COD, Asphalt etc. You can go for it if you are looking for something with a decent spec and long lasting quality.I'm a samsung user, I am using samsung since last 9+ years and I can claim that samsung gives the best quality product amongst all the other brands except Apple.Camera perfomance is really well as per 48 mp. The only thing is its bit unstable in night time. You may require some extra light for taking pictures in night.",Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Okay phone,"  Packaging - Bad (Though the item was fulfilled, Amazon?). After few days of usage; okay phone. New software.The battery does not feel like 6000mah; last 24-28 hours on low to just mid-level usage.A heating issue with 20 mins of YouTube watch and a notification is displayed that the device will be automatically turned off due to heating (while charging).The overall company wants to earn with this without much bothering about the value proposition.",Neutral
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Awesome phone,"  Samsung Galaxy M12 features a 6.5-inch HD+ Infinity V display with 720x1600 pixel resolution. The smartphone display comes with a 90Hz refresh rate. Samsung Galaxy M12 is the only smartphone in this price range to come with this high refresh rate. Samsung Galaxy M12 comes with an adaptive refresh rate which means that the panel cannot be locked at a high refresh rate. The high refresh rate display functioned smoothly during scrolling through Facebook and Instagram. For some reason, the refresh rate on the Samsung Galaxy M12 is locked at 60Hz for the notification centre. Also, the 90Hz mode is turned off while using apps like YouTube. Despite the high refresh rate and HD+ resolution, the display on Samsung Galaxy M12 is not that sharp and vibrant. The brightness is also not great and you might face some struggle while using the smartphone under direct sunlight. The display is large enough for you to enjoy movies and also play games. The display also comes with an eye comfort shield which reduces the blue light from the screen and prevents eye strain. The display on the Samsung Galaxy M12 is decent but it is definitely not the selling point of the handset.",Extremely Positive
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Not worth the money spent.,"  I bought Samsung Galaxy M12. Initially, the mobile worked good but for the past 3-4 days the mobile is geting heats up even without using and while charging it hets heats up.Since this mobile carried 1 year warranty for manufacturing device and 6 months warranty for in-box accesories including battery.I request Amazon or Samsung(manifacturer) to replace the said mobile at the earliest.",Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Good for average usage; no wifi calling, speaker volume very low","  Good phone for average daily use. I am slightly disappointed as wifi calling feature is missing. My old M30 had wifi calling two years ago. Also, the call volume is very low, I have to press against my ear to listen to calls.",Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Never Buy by watching the image online, very bad experience.","  1. Mobile is heavy,2. Company has given 48 Megapixel Camera, but camera quality is very poor,3. Mobile is not slim, and it is very thick mobile,4. Screen size is narrower than image5. Never buy, this mobile it is the waste of moneyAs per Amazon Policy they are not ready to return the product, I have wasted my money on this mobile.",Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate",Not compatible with 5 GHz wifi,  This phone is not compatible with 5 GHz wifi. I have JioFiber which is having 142 Mbps speed but my wifi network is not visible in phone's WIFI.I called to Samsung customer care and he informed that this phone will be connected to wifi which is having 2.5 GHz.I am returning back this product.,Extremely Negative
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","Sir, I am really sorry however, M12 supports only 802.11 b/g/n 2.4GHz.","  ""Sir, I am really sorry however, M12 supports 802.11 b/g/n 2.4GHz.""- This is the response from Samsung customer service when I inquired why not able to detect to my Router 5G. Even 6K Chinese mobiles have 5G detection - so before you buy think and check as the mobile has very limited features. The battery life is not great while it is 6000.... and camera is very normal standard. The mobile as a whole is a big compromise to the cost and is not a value for money product.",Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Updated version of Android 9..Eluga I7 Enterprise Edition,  Okk I am writing a review after using one day ..I gifted this mobile to my mother and she liked a lot ..First of all I let you know this is an updated version of Eluga I7..as you can check on the pictures posted by me ..it's Eluga I7 Enterprise Edition..And this is updated to Android 9.0 pie..Whereas the Normal Version is only Android 7 version( which is available on Flipkart).This mobile does not have tray SIM slot..rather you can open the back cover and easily insert both the SIM and Memory card..and  has Non Hybrid Sim Slots..But point to note here is SIM 1 is Micro and SIM 2 Nano ..Camera quality is gud not so gorgeous with 8MP for both Front and Back ..with Flash Led lights on both sides..you can't expect more in this price range .The best thing is it's Battery Back up of 4000 MAH..Videos run smooth you tube and all.You can increase the Storage space .. accordingly.Doesn't support quick charging so it takes time for charging but the battery backup is worth .My Verdict would be if you are getting so many features fr a price of 6499 ..it's worth buying ..A thumbs up from me.👍👍👍,Positive
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Hang / slow process and F sensor unlock is not working. Face detection hangs the phone,  Phone Hangs even during playing YouTube. Hangs even during using camera. Update worsen the situation.Finger Touch unlock is not working after one month.,Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",very nice,  good,Positive
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Substandard phone.,"  Had purchased an older model of Panasonic Eluga a couple of years ago for a family member. Still working well. Based on that experience I purchased this newer model i7, but it was such a big disappointment. Phone was excruciatingly slow, photos were grainy and many more issues. Didn't expect such low quality from a well known brand. Fortunately I was able to return it.",Extremely Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Hang and power off automatically,  After using three days  mobile getting haggedAnd getting switch off automatically.Charging was 80%  while on call switched off automatically when power on it shows battery charging 20 %,Extremely Negative
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",VALUE FOR MONEY,  Phone has a awesome look and very handy best for senior citizen. Ok i write this review after 1 days as they are lying at so many things1.st the phone doesn't even support 32 gb of memory card and they have written 256 gb expandable2. And it can support a 2 or 4 gb memory card but if u use them u can only keep them in 1st sim as the 2nd sim is nano sim and u can't be able to use jio sim if we use memory cardSo there u will have only one thing to choose 4g or a memory cardSo very disappointingU should not lie to customerOverall the device is good just it don't support memory is bad :-(:-(,Neutral
"Panasonic Eluga i7 (2GB RAM, 16GB Storage, Finger Print Sensor, 4000mAh Battery) (Black)",Microphone is not working properly,  I have purchased this mobile first time on 21 August then it was working fine but then i have gifted to someone else then i have purchased this for myself now i have got the product whose earphone it not working and what was disappointing more was its microphone its not working in whatsapp n duo's vedio calls. So i am returning this item.. but this is the first time Amazon disappointed me...n when i was opening its cover it has 2 seals i didn't get the logic behind this at that time but not i got to know that k why it has 2 seal in its box,Extremely Negative
